City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Sao Gabriel Da Cachoeira,BR,2021-02-04 14:52:48,-0.1303,-67.0892,84.2,79,40,2.3
280,Guaruja,BR,2021-02-04 14:52:48,-23.9931,-46.2564,95.0,74,20,6.91
281,Touros,BR,2021-02-04 14:52:48,-5.1989,-35.4608,86.0,58,40,16.11
282,Tuatapere,NZ,2021-02-04 14:52:49,-46.1333,167.6833,45.0,89,9,4.16
283,Provideniya,RU,2021-02-04 14:50:34,64.3833,-173.3,-11.18,85,98,24.9
284,Padang,ID,2021-02-04 14:52:49,-0.9492,100.3543,78.8,89,40,2.3
285,Bonavista,CA,2021-02-04 14:52:49,48.6499,-53.1147,41.0,100,61,8.05
286,Muswellbrook,AU,2021-02-04 14:52:49,-32.2667,150.9,65.46,84,97,1.3
287,Esperance,AU,2021-02-04 14:50:25,-33.8667,121.9,59.0,58,90,9.22
288,Matay,EG,2021-02-04 14:52:49,28.419,30.7792,70.3,38,31,18.43
289,Namibe,AO,2021-02-04 14:52:50,-15.1961,12.1522,78.8,57,20,26.46
290,Manta,EC,2021-02-04 14:51:19,-0.95,-80.7333,75.2,94,90,5.75
291,Las Cruces,US,2021-02-04 14:52:50,32.3123,-106.7783,52.0,58,1,10.36
292,Verkhnevilyuysk,RU,2021-02-04 14:52:50,63.4453,120.3167,-36.92,82,45,5.1
293,Port-Gentil,GA,2021-02-04 14:52:50,-0.7193,8.7815,87.8,70,40,12.66
294,Oak Ridge,US,2021-02-04 14:52:51,36.0104,-84.2696,28.99,93,1,2.46
295,Adrar,MR,2021-02-04 14:52:51,20.5022,-10.0711,89.02,11,52,11.9
296,Statesboro,US,2021-02-04 14:52:51,32.4488,-81.7832,41.0,70,1,3.69
297,Belleville,CA,2021-02-04 14:52:40,44.1788,-77.3705,28.99,63,20,6.91
298,Naze,JP,2021-02-04 14:52:51,28.3667,129.4833,55.87,71,46,5.17
299,Olinda,BR,2021-02-04 14:50:14,-8.0089,-34.8553,84.2,61,40,10.36
300,Aripuana,BR,2021-02-04 14:52:51,-9.1667,-60.6333,91.35,57,39,1.72
301,Karratha,AU,2021-02-04 14:52:52,-20.7377,116.8463,81.45,83,100,10.85
302,Sault Sainte Marie,CA,2021-02-04 14:49:46,46.5168,-84.3333,28.4,80,75,6.91
303,Tondano,ID,2021-02-04 14:52:52,1.3038,124.9112,77.0,94,40,1.77
304,Pangnirtung,CA,2021-02-04 14:52:52,66.1451,-65.7125,-7.6,71,90,3.65
305,Redlands,US,2021-02-04 14:52:52,34.0556,-117.1825,43.0,75,1,2.73
306,Severo-Yeniseyskiy,RU,2021-02-04 14:52:52,60.3725,93.0408,0.72,94,100,8.55
307,Ambon,ID,2021-02-04 14:52:53,-3.6954,128.1814,77.0,94,40,3.44
308,Kahului,US,2021-02-04 14:52:53,20.8947,-156.47,64.0,75,75,10.76
309,Encheng,CN,2021-02-04 14:52:53,22.1839,112.3026,62.13,72,0,1.95
310,Kyabram,AU,2021-02-04 14:51:06,-36.3167,145.05,75.0,63,99,1.99
311,Noyabrsk,RU,2021-02-04 14:52:53,63.1994,75.4507,-11.27,90,29,10.16
312,Nantucket,US,2021-02-04 14:52:53,41.2835,-70.0995,32.0,86,90,12.66
313,Matagami,CA,2021-02-04 14:52:54,49.7502,-77.6328,-0.4,92,90,3.44
314,Asau,RO,2021-02-04 14:52:54,46.4333,26.4,57.2,54,20,9.22
315,Vila Velha,BR,2021-02-04 14:52:54,-20.3297,-40.2925,91.0,51,40,13.8
316,Otradnoye,RU,2021-02-04 14:52:54,59.7775,30.8181,12.2,85,40,13.42
317,Havre-Saint-Pierre,CA,2021-02-04 14:52:54,50.2334,-63.5986,32.0,86,90,6.91
318,Longyearbyen,SJ,2021-02-04 14:52:54,78.2186,15.6401,19.4,68,75,18.41
319,Roald,NO,2021-02-04 14:52:54,62.5833,6.1333,24.8,54,0,18.41
320,Okhotsk,RU,2021-02-04 14:52:55,59.3833,143.3,1.36,87,100,15.79
321,Hofn,IS,2021-02-04 14:52:55,64.2539,-15.2082,33.8,86,75,5.75
322,Luanda,AO,2021-02-04 14:50:27,-8.8368,13.2343,87.8,62,20,12.66
323,Libenge,CD,2021-02-04 14:52:55,3.65,18.6333,101.52,15,10,5.06
324,Lapua,FI,2021-02-04 14:52:55,62.9693,23.0088,12.99,91,99,5.59
325,San Patricio,US,2021-02-04 14:52:56,28.017,-97.5169,69.01,94,75,16.11
326,Leo,BF,2021-02-04 14:52:56,11.1,-2.1,100.15,9,1,5.44
327,Dalvik,IS,2021-02-04 14:52:56,65.9702,-18.5286,30.2,64,20,9.22
328,Honolulu,US,2021-02-04 14:52:40,21.3069,-157.8583,69.8,94,1,6.91
329,Skjervoy,NO,2021-02-04 14:52:56,70.0311,20.9714,30.2,80,40,9.22
330,Puerto Leguizamo,CO,2021-02-04 14:52:56,-0.1934,-74.7819,79.95,77,100,2.01
331,Pierre,US,2021-02-04 14:52:57,44.3683,-100.351,12.2,67,20,19.57
332,Boa Vista,BR,2021-02-04 14:51:52,2.8197,-60.6733,78.8,83,90,5.75
333,General Teran,MX,2021-02-04 14:52:57,25.2667,-99.6833,65.82,60,1,8.34
334,Janauba,BR,2021-02-04 14:52:57,-15.8025,-43.3089,89.64,44,89,5.99
335,Coihaique,CL,2021-02-04 14:52:19,-45.5752,-72.0662,71.6,56,0,3.44
336,Torbay,CA,2021-02-04 14:52:57,47.6666,-52.7314,46.4,93,75,11.5
337,Cidreira,BR,2021-02-04 14:49:48,-30.1811,-50.2056,74.21,73,99,18.39
338,Cleveland,US,2021-02-04 14:48:23,41.4995,-81.6954,27.0,79,1,9.22
339,Port Blair,IN,2021-02-04 14:50:21,11.6667,92.75,79.5,79,27,9.98
340,Fukue,JP,2021-02-04 14:50:44,32.6881,128.8419,48.54,52,0,8.79
341,Galveston,US,2021-02-04 14:52:58,29.3669,-94.9669,68.0,88,90,13.8
342,Nedjo,ET,2021-02-04 14:52:58,9.5046,35.5019,78.8,22,98,2.55
343,Salina,US,2021-02-04 14:50:31,38.8403,-97.6114,30.99,93,90,20.71
344,Russell,US,2021-02-04 14:52:59,32.3502,-85.1999,39.0,93,1,4.59
345,Urusha,RU,2021-02-04 14:52:59,54.05,122.9,-18.36,88,100,1.32
346,Willowmore,ZA,2021-02-04 14:52:59,-33.2926,23.4895,84.78,32,0,14.94
347,Beaverlodge,CA,2021-02-04 14:52:59,55.2166,-119.4361,3.2,85,90,3.44
348,Vostok,RU,2021-02-04 14:52:59,46.4856,135.8833,-18.17,89,100,6.26
349,Rio Grande,BR,2021-02-04 14:50:17,-32.035,-52.0986,73.99,73,75,17.27
350,Alofi,NU,2021-02-04 14:50:26,-19.0595,-169.9187,75.2,100,100,3.44
351,Beyneu,KZ,2021-02-04 14:53:00,45.3167,55.2,47.73,60,100,5.82
352,Kungurtug,RU,2021-02-04 14:53:00,50.5994,97.5228,16.7,93,100,4.47
353,Sinazongwe,ZM,2021-02-04 14:50:18,-17.2614,27.4618,83.79,68,2,7.92
354,Carnduff,CA,2021-02-04 14:53:00,49.1667,-101.8009,-4.0,83,95,8.01
355,Lexington,US,2021-02-04 14:53:00,37.9887,-84.4777,32.0,74,1,6.91
356,Leninsk,RU,2021-02-04 14:52:10,48.7119,45.1994,46.4,93,75,6.71
357,Sampit,ID,2021-02-04 14:53:01,-2.5333,112.95,74.82,96,99,2.84
358,Yulara,AU,2021-02-04 14:53:01,-25.2406,130.9889,75.2,60,32,17.27
359,Rizhao,CN,2021-02-04 14:53:01,35.4275,119.4553,37.69,75,100,5.21
360,Bongandanga,CD,2021-02-04 14:53:01,1.5,21.05,87.21,56,100,1.9
361,Kulu,TR,2021-02-04 14:53:01,39.0951,33.0799,51.57,53,0,3.91
362,The Pas,CA,2021-02-04 14:53:01,53.8251,-101.2541,-2.2,71,90,16.11
363,Grindavik,IS,2021-02-04 14:51:01,63.8424,-22.4338,37.4,87,75,27.63
364,Coquimbo,CL,2021-02-04 14:53:02,-29.9533,-71.3436,60.8,77,90,1.14
365,Fortuna,US,2021-02-04 14:50:05,40.5982,-124.1573,36.0,100,90,9.22
366,Ouadda,CF,2021-02-04 14:53:02,8.0777,22.4007,97.65,13,52,7.36
367,Kincardine,GB,2021-02-04 14:53:02,56.0667,-3.7167,39.2,93,90,16.11
368,Oriximina,BR,2021-02-04 14:53:02,-1.7656,-55.8661,90.52,50,59,4.43
369,Orocue,CO,2021-02-04 14:53:02,4.7912,-71.3354,90.23,44,0,12.84
370,Pak Phanang,TH,2021-02-04 14:53:03,8.3511,100.202,77.49,83,51,10.45
371,Ushtobe,KZ,2021-02-04 14:53:03,45.2514,77.9838,27.32,91,100,1.23
372,Shenjiamen,CN,2021-02-04 14:53:03,29.9576,122.298,47.8,77,69,7.29
373,Tahe,CN,2021-02-04 14:53:03,52.3333,124.7333,-12.96,85,100,1.05
374,Baruun-Urt,MN,2021-02-04 14:53:03,46.6806,113.2792,9.7,92,31,9.19
375,Namatanai,PG,2021-02-04 14:53:03,-3.6667,152.4333,79.05,80,100,4.85
376,Monopoli,IT,2021-02-04 14:53:04,40.9559,17.2896,62.6,55,0,5.75
377,Rapid Valley,US,2021-02-04 14:53:04,44.0625,-103.1463,24.01,79,75,3.44
378,Buala,SB,2021-02-04 14:53:04,-8.145,159.5921,78.24,85,100,11.07
379,Pangai,TO,2021-02-04 14:53:04,-19.8,-174.35,80.94,84,100,14.72
380,Chhatarpur,IN,2021-02-04 14:53:04,24.9,79.6,69.33,32,30,3.15
381,Las Guacamayas,MX,2021-02-04 14:53:04,18.0167,-102.2167,75.85,69,0,2.82
382,Atar,MR,2021-02-04 14:53:04,20.5169,-13.0499,90.55,10,81,13.18
383,Salta,AR,2021-02-04 14:49:15,-24.7859,-65.4117,60.8,100,40,3.44
384,Mwinilunga,ZM,2021-02-04 14:53:05,-11.7358,24.4293,77.92,65,29,3.29
385,Ossora,RU,2021-02-04 14:53:05,59.2353,163.0719,15.33,95,100,22.44
386,Constitucion,CL,2021-02-04 14:53:05,-35.3333,-72.4167,72.52,55,83,3.71
387,Vestmannaeyjar,IS,2021-02-04 14:53:05,63.4427,-20.2734,37.4,87,75,28.77
388,Lefka,CY,2021-02-04 14:53:05,35.1106,32.8506,66.2,55,20,13.8
389,Mecca,SA,2021-02-04 14:53:06,21.4267,39.8261,83.41,40,6,22.26
390,Maneadero,MX,2021-02-04 14:48:17,31.7167,-116.5667,51.01,95,52,3.0
391,Magdagachi,RU,2021-02-04 14:53:06,53.45,125.8,-20.72,84,91,1.16
392,San Carlos De Bariloche,AR,2021-02-04 14:53:06,-41.1456,-71.3082,78.8,21,0,4.61
393,Rio Gallegos,AR,2021-02-04 14:53:06,-51.6226,-69.2181,75.2,35,0,24.16
394,Kambove,CD,2021-02-04 14:53:06,-10.8764,26.5969,76.32,76,65,1.74
395,Chernyshevskiy,RU,2021-02-04 14:53:06,63.0128,112.4714,-26.52,87,99,3.38
396,Yarada,IN,2021-02-04 14:53:07,17.65,83.2667,69.8,73,2,2.3
397,Barentu,ER,2021-02-04 14:50:13,15.1139,37.5928,90.39,12,0,11.14
398,Sabzevar,IR,2021-02-04 14:53:07,36.2126,57.6819,53.6,16,0,13.8
399,Honiara,SB,2021-02-04 14:53:07,-9.4333,159.95,77.45,84,100,6.04
400,Roma,US,2021-02-04 14:52:05,43.2128,-75.4557,28.99,68,1,5.75
401,Krasnaya Gorbatka,RU,2021-02-04 14:53:07,55.8703,41.7641,28.62,99,100,2.98
402,Raudeberg,NO,2021-02-04 14:53:08,61.9875,5.1352,25.0,78,56,2.86
403,Qandala,SO,2021-02-04 14:53:08,11.472,49.8728,75.47,59,0,9.24
404,North Bend,US,2021-02-04 14:49:51,43.4065,-124.2243,37.99,93,1,4.61
405,Pavlodar,KZ,2021-02-04 14:49:43,52.3,76.95,26.6,93,90,4.47
406,Souillac,MU,2021-02-04 14:51:02,-20.5167,57.5167,82.4,69,75,14.97
407,Geraldton,AU,2021-02-04 14:53:08,-28.7667,114.6,80.6,28,100,24.16
408,Naron,ES,2021-02-04 14:53:09,43.5167,-8.1528,60.01,58,40,4.61
409,Birjand,IR,2021-02-04 14:53:09,32.8663,59.2211,51.8,6,0,9.22
410,Aklavik,CA,2021-02-04 14:53:09,68.2191,-135.0107,-45.4,66,1,2.3
411,Leshan,CN,2021-02-04 14:53:09,29.5623,103.7639,54.73,71,100,3.22
412,Nizhniy Odes,RU,2021-02-04 14:53:09,63.6445,54.856,8.4,95,100,7.54
413,Hare Bay,CA,2021-02-04 14:53:09,48.8499,-54.0148,42.8,100,86,8.05
414,Burnie,AU,2021-02-04 14:53:10,-41.0667,145.9167,64.0,72,92,5.99
415,Kupang,ID,2021-02-04 14:53:10,-10.1667,123.5833,79.9,85,100,11.92
416,Hvide Sande,DK,2021-02-04 14:53:10,56.0045,8.1294,30.2,74,40,11.5
417,Iluppur,IN,2021-02-04 14:53:10,10.5135,78.6236,80.6,54,20,8.05
418,La Joya,MX,2021-02-04 14:53:10,18.6667,-99.4667,60.8,44,1,0.72
419,Tazmalt,DZ,2021-02-04 14:53:10,36.3868,4.3989,70.09,31,82,7.99
420,Sarangani,PH,2021-02-04 14:53:10,5.4033,125.4636,82.78,76,50,19.01
421,Lima,PE,2021-02-04 14:50:27,-12.0432,-77.0282,70.0,88,90,5.75
422,Akyab,MM,2021-02-04 14:53:11,20.15,92.9,68.41,62,0,4.32
423,Shelburne,CA,2021-02-04 14:53:11,44.0787,-80.2041,19.99,100,1,2.91
424,Guiratinga,BR,2021-02-04 14:53:11,-16.3494,-53.7583,88.66,52,54,4.61
425,Tual,ID,2021-02-04 14:53:11,-5.6667,132.75,83.53,78,97,19.44
426,Linhares,BR,2021-02-04 14:53:11,-19.3911,-40.0722,88.93,48,61,5.77
427,Boguchany,RU,2021-02-04 14:51:04,58.3814,97.4531,4.42,92,100,4.83
428,Mujiayingzi,CN,2021-02-04 14:53:12,42.1167,118.7833,24.46,87,0,14.29
429,Conceicao Do Araguaia,BR,2021-02-04 14:53:12,-8.2578,-49.2647,84.52,71,92,3.2
430,College,US,2021-02-04 14:53:12,64.8569,-147.8028,-2.2,71,90,3.27
431,Warrington,GB,2021-02-04 14:53:12,53.3925,-2.5802,51.01,87,75,14.97
432,Petropavlovsk-Kamchatskiy,RU,2021-02-04 14:53:13,53.0452,158.6483,10.4,52,20,2.24
433,San Cristobal,VE,2021-02-04 14:53:13,7.7669,-72.225,80.6,65,20,2.3
434,Beihai,CN,2021-02-04 14:53:13,21.4833,109.1,65.59,79,0,10.76
435,Narrabri,AU,2021-02-04 14:53:13,-30.3167,149.7833,79.0,44,100,11.5
436,Brewster,US,2021-02-04 14:53:13,41.3973,-73.6171,33.01,59,1,11.5
437,Toamasina,MG,2021-02-04 14:53:14,-18.1667,49.3833,84.2,74,20,5.75
438,Caravelas,BR,2021-02-04 14:53:14,-17.7125,-39.2481,87.3,53,0,10.13
439,Sisimiut,GL,2021-02-04 14:53:14,66.9395,-53.6735,2.12,75,0,12.59
440,Hervey Bay,AU,2021-02-04 14:53:14,-25.2986,152.8535,72.0,83,13,7.67
441,Zeya,RU,2021-02-04 14:53:14,53.75,127.2667,-24.5,83,36,2.33
442,Price,US,2021-02-04 14:53:14,39.5994,-110.8107,26.6,59,20,17.27
443,Diapaga,BF,2021-02-04 14:53:15,12.0708,1.7889,99.09,9,1,9.08
444,Port Hedland,AU,2021-02-04 14:53:15,-20.3167,118.5667,80.6,94,75,13.8
445,Ostrovnoy,RU,2021-02-04 14:53:15,68.0531,39.5131,11.46,93,100,20.18
446,Blagoyevo,RU,2021-02-04 14:53:15,63.3667,47.9167,16.14,96,100,7.47
447,Ketchikan,US,2021-02-04 14:53:15,55.3422,-131.6461,41.0,100,90,3.44
448,Doha,QA,2021-02-04 14:49:57,25.2867,51.5333,70.0,77,0,5.75
449,Mehamn,NO,2021-02-04 14:53:16,71.0357,27.8492,33.8,74,75,16.11
450,Pascagoula,US,2021-02-04 14:53:16,30.3658,-88.5561,55.99,87,1,8.61
451,Kodinar,IN,2021-02-04 14:53:16,20.7903,70.7031,70.79,64,0,12.21
452,Panjab,AF,2021-02-04 14:53:16,34.388,67.0233,9.1,74,0,3.31
453,Araouane,ML,2021-02-04 14:53:16,18.9048,-3.5265,91.2,8,87,10.71
454,Atasu,KZ,2021-02-04 14:53:16,48.6814,71.6433,21.2,95,100,8.5
455,Lhokseumawe,ID,2021-02-04 14:53:16,5.1801,97.1507,77.94,80,10,6.04
456,Carinhanha,BR,2021-02-04 14:53:17,-14.3047,-43.765,87.26,55,58,3.74
457,Narsaq,GL,2021-02-04 14:53:17,60.9167,-46.05,15.8,48,75,3.44
458,Meulaboh,ID,2021-02-04 14:53:17,4.1363,96.1285,79.14,82,88,3.24
459,Sishui,CN,2021-02-04 14:53:17,35.6489,117.2758,41.38,60,100,7.72
460,Morehead,US,2021-02-04 14:53:17,37.2711,-87.1764,37.4,52,75,5.75
461,Shellbrook,CA,2021-02-04 14:53:18,53.2168,-106.4011,-4.0,77,75,6.91
462,Gushi,CN,2021-02-04 14:53:18,34.6425,109.5843,46.51,44,100,6.17
463,Vinh Yen,VN,2021-02-04 14:49:10,21.31,105.5967,66.2,82,0,4.61
464,Pachino,IT,2021-02-04 14:53:18,36.7186,15.0907,66.2,59,75,6.91
465,Filadelfia,US,2021-02-04 14:49:54,39.9523,-75.1638,35.01,55,20,13.8
466,Celestun,MX,2021-02-04 14:53:18,20.8667,-90.4,66.6,67,0,10.04
467,Port Lincoln,AU,2021-02-04 14:50:38,-34.7333,135.8667,56.97,66,0,18.57
468,Morondava,MG,2021-02-04 14:50:54,-20.2833,44.2833,87.49,73,17,9.6
469,Pimenta Bueno,BR,2021-02-04 14:53:19,-11.6725,-61.1936,91.36,58,10,2.19
470,Saint Anthony,US,2021-02-04 14:53:19,45.0205,-93.218,28.4,86,90,12.66
471,Hambantota,LK,2021-02-04 14:53:19,6.1241,81.1185,77.0,88,20,9.22
472,Vila Do Maio,CV,2021-02-04 14:53:19,15.1333,-23.2167,73.4,64,90,21.85
473,Aleksandrov Gay,RU,2021-02-04 14:53:19,50.147,48.5704,37.02,99,99,8.25
474,Havelock,US,2021-02-04 14:51:02,34.8791,-76.9013,42.01,48,31,1.99
475,Shenzhen,CN,2021-02-04 14:53:20,22.5455,114.0683,66.99,87,0,7.83
476,Vanavara,RU,2021-02-04 14:53:20,60.34,102.2797,-9.8,90,92,2.48
477,Lompoc,US,2021-02-04 14:53:20,34.6391,-120.4579,48.2,75,1,5.75
478,Ajaccio,FR,2021-02-04 14:53:20,42.0,8.9167,64.4,55,0,1.14
479,Balabac,PH,2021-02-04 14:53:20,7.9868,117.0645,80.17,81,100,16.49
480,Marinette,US,2021-02-04 14:53:21,45.1,-87.6307,35.6,80,1,8.05
481,Auki,SB,2021-02-04 14:53:21,-8.7676,160.7034,77.38,84,100,4.99
482,Henties Bay,NA,2021-02-04 14:53:21,-22.116,14.2845,67.12,79,81,11.23
483,Lensk,RU,2021-02-04 14:53:21,60.7253,114.9278,-9.99,88,95,0.87
484,Moose Factory,CA,2021-02-04 14:53:21,51.2585,-80.6094,15.8,86,1,8.05
485,Salmas,IR,2021-02-04 14:53:21,38.1973,44.7653,44.6,65,75,4.61
486,Oktyabrskoye,RU,2021-02-04 14:53:22,43.0645,44.7417,53.6,43,52,4.47
487,Kuching,MY,2021-02-04 14:49:12,1.55,110.3333,75.2,94,40,2.3
488,Mubende,UG,2021-02-04 14:53:22,0.5606,31.39,81.28,38,80,1.77
489,Kapit,MY,2021-02-04 14:53:22,2.0167,112.9333,73.83,95,99,1.68
490,Magistralnyy,RU,2021-02-04 14:53:22,56.1725,107.4458,5.45,93,100,2.44
491,Riwaka,NZ,2021-02-04 14:53:22,-41.0833,173.0,59.0,79,80,1.99
492,Boke,GN,2021-02-04 14:53:23,10.9409,-14.2967,100.62,18,26,6.04
493,Pointe Michel,DM,2021-02-04 14:53:23,15.25,-61.3833,84.2,61,20,5.75
494,Buin,CL,2021-02-04 14:53:23,-33.7333,-70.75,78.8,31,0,3.44
495,Susangerd,IR,2021-02-04 14:53:23,31.5608,48.1831,75.2,35,0,2.3
496,Porto Novo,BJ,2021-02-04 14:53:23,6.4965,2.6036,89.6,74,20,11.5
497,Mulege,MX,2021-02-04 14:53:23,26.8833,-111.9833,69.85,37,41,0.87
498,Luganville,VU,2021-02-04 14:53:23,-15.5333,167.1667,77.83,84,100,3.62
499,Varca,IN,2021-02-04 14:53:24,15.2167,73.9167,82.4,57,0,4.61
500,Buribay,RU,2021-02-04 14:53:24,51.9617,58.1592,34.38,97,100,7.58
501,Duverge,DO,2021-02-04 14:53:24,18.3784,-71.5247,75.2,88,75,6.91
502,Taylor,US,2021-02-04 14:53:24,32.3001,-99.8337,63.0,31,20,20.71
503,Wuwei,CN,2021-02-04 14:53:24,37.9281,102.6414,29.77,70,100,3.11
504,Necochea,AR,2021-02-04 14:53:24,-38.5473,-58.7368,75.99,60,0,15.61
505,Sinop,TR,2021-02-04 14:52:21,41.7711,34.8709,59.0,51,0,5.48
506,Pasighat,IN,2021-02-04 14:53:25,28.0667,95.3333,64.65,40,0,4.29
507,Bata,GQ,2021-02-04 14:53:25,1.8639,9.7658,86.0,84,40,6.91
508,Orichi,RU,2021-02-04 14:53:25,58.4036,49.0572,28.38,99,99,7.85
509,Hami,CN,2021-02-04 14:50:37,42.8,93.45,28.35,84,5,0.6
510,Kungalv,SE,2021-02-04 14:53:25,57.871,11.9805,21.99,79,29,8.99
511,Chalus,IR,2021-02-04 14:53:25,36.655,51.4204,50.0,93,75,4.61
512,Khani,GE,2021-02-04 14:53:26,41.9563,42.9566,59.0,44,0,2.3
513,Kaspiysk,RU,2021-02-04 14:53:26,42.8816,47.6392,39.2,93,90,11.18
514,Poyarkovo,RU,2021-02-04 14:53:26,49.6,128.6833,-17.21,83,28,7.67
515,Kombissiri,BF,2021-02-04 14:53:26,12.0656,-1.3375,96.8,9,0,8.05
516,Adeje,ES,2021-02-04 14:53:26,28.1227,-16.726,71.6,37,40,25.32
517,Iturama,BR,2021-02-04 14:53:27,-19.7281,-50.1956,86.4,59,93,5.88
518,Turgenevo,RU,2021-02-04 14:53:27,54.8455,46.3297,33.94,96,100,7.47
519,Ambilobe,MG,2021-02-04 14:53:27,-13.2,49.05,78.78,89,100,1.59
520,Hirara,JP,2021-02-04 14:53:27,24.8,125.2833,66.79,67,47,15.97
521,Mariel,CU,2021-02-04 14:53:27,22.9875,-82.7536,59.0,94,20,6.04
522,Kailua,US,2021-02-04 14:53:27,21.4022,-157.7394,69.8,83,40,6.91
523,Mizdah,LY,2021-02-04 14:50:15,31.4451,12.9801,69.15,25,78,3.94
524,Jaragua,BR,2021-02-04 14:52:08,-15.7569,-49.3344,75.2,73,40,6.91
525,Boden,SE,2021-02-04 14:53:28,65.8252,21.6886,23.0,86,40,6.91
526,Cap-Chat,CA,2021-02-04 14:53:28,49.1001,-66.6821,28.4,93,100,16.11
527,Ramshir,IR,2021-02-04 14:53:28,30.8946,49.4092,77.0,29,0,4.61
528,Sortland,NO,2021-02-04 14:53:28,68.6949,15.4162,32.0,69,20,10.36
529,Iskitim,RU,2021-02-04 14:53:28,54.6366,83.3045,6.8,85,100,6.71
530,Sackville,CA,2021-02-04 14:53:28,45.9188,-64.3846,33.8,100,100,1.14
531,Teluknaga,ID,2021-02-04 14:53:29,-6.0989,106.6381,79.0,94,90,4.61
532,Rawson,AR,2021-02-04 14:50:46,-43.3002,-65.1023,91.04,16,0,13.02
533,Dawei,MM,2021-02-04 14:53:29,14.0833,98.2,74.01,77,0,3.09
534,Semenivka,UA,2021-02-04 14:53:29,52.1783,32.5818,34.81,98,100,11.23
535,Afrikanda,RU,2021-02-04 14:53:30,67.4429,32.7828,10.0,93,3,8.32
536,Dali,CN,2021-02-04 14:53:30,25.7,100.1833,46.85,53,0,4.94
537,Makakilo City,US,2021-02-04 14:50:16,21.3469,-158.0858,62.6,88,1,3.44
538,Gasa,PS,2021-02-04 14:50:34,31.5,34.4667,61.0,100,90,1.01
539,Cairns,AU,2021-02-04 14:53:30,-16.9167,145.7667,77.0,88,40,1.14
540,Fuling,CN,2021-02-04 14:53:30,29.7022,107.3919,49.75,86,100,1.19
541,Kingsland,US,2021-02-04 14:53:31,30.8,-81.6898,48.2,57,1,3.44
542,Rio Cuarto,AR,2021-02-04 14:49:12,-33.1307,-64.3499,75.2,57,0,4.61
543,Kabare,CD,2021-02-04 14:53:31,-2.4683,28.8242,71.08,76,86,1.16
544,Ituporanga,BR,2021-02-04 14:53:31,-27.4144,-49.6025,93.0,96,30,23.0
545,Baghdad,IQ,2021-02-04 14:50:16,33.3406,44.4009,62.6,51,90,5.75
546,Dublin,US,2021-02-04 14:48:59,37.7021,-121.9358,44.6,49,1,2.39
547,Atbasar,KZ,2021-02-04 14:53:32,51.8,68.3333,24.46,98,97,6.53
548,Suez,EG,2021-02-04 14:53:32,29.9737,32.5263,64.99,53,82,17.47
549,Spornoye,RU,2021-02-04 14:53:32,50.8448,37.2913,37.4,100,90,8.95
550,Santo Domingo,DO,2021-02-04 14:51:11,18.5001,-69.9886,81.0,78,20,11.5
551,Great Falls,US,2021-02-04 14:53:32,47.5002,-111.3008,24.8,63,90,12.66
552,Puerto Colombia,CO,2021-02-04 14:51:01,10.9878,-74.9547,80.6,83,20,4.61
553,Priyutovo,RU,2021-02-04 14:53:33,53.9,53.9333,34.81,100,100,11.16
554,Catuday,PH,2021-02-04 14:53:33,16.2923,119.8062,76.5,76,12,7.74
555,Pauini,BR,2021-02-04 14:53:33,-7.7136,-66.9764,87.13,63,100,3.53
556,Muhos,FI,2021-02-04 14:53:33,64.808,25.9931,14.0,85,0,6.91
557,Waipawa,NZ,2021-02-04 14:53:33,-41.4122,175.5153,55.4,71,40,24.16
558,Kutum,SD,2021-02-04 14:51:02,14.2,24.6667,75.69,18,36,16.84
559,Myitkyina,MM,2021-02-04 14:53:34,25.3833,97.4,61.75,49,0,2.37
